#namaste,score=2.16828383214492
#fireflynov11,score=2.16828383214492
#rejoice,score=2.16828383214492
#littlethings,score=1.09784242044351
#thankgod,score=1.09670021586473
soul,score=1.09640460567388
#proud,score=1.09605829865
reflecting,score=1.09376909505587
approved,score=1.09214439932887
bless,score=1.0889029054047
cuddling,score=1.0889029054047
destiny,score=1.08567188482325
#thanksgiving,score=1.08567188482325
spending,score=1.08276502022383
chilling,score=1.07897393613912
#noschool,score=1.06967154347681
giggle,score=1.06967154347681
bathtub,score=1.06967154347681
sinner,score=1.06967154347681
#harrypotter,score=1.06967154347681
bon,score=1.06967154347681
fills,score=1.06967154347681
105,score=1.06967154347681
#right,score=1.06967154347681
#pretty,score=1.06967154347681
#tgif,score=1.06967154347681
encouragement,score=1.06967154347681
festive,score=1.06967154347681
#books,score=1.06967154347681
delightful,score=1.06967154347681
marie,score=1.06967154347681
#progress,score=1.06967154347681
ocean,score=1.06967154347681
#mademyday,score=1.06967154347681
paradise,score=1.06967154347681
#priceless,score=1.06967154347681
#desire,score=1.06967154347681
24th,score=1.06967154347681
donating,score=1.06967154347681
#magic,score=1.06967154347681
#focused,score=1.06967154347681
sand,score=1.06967154347681
lush,score=1.06967154347681
twas,score=1.06967154347681
settled,score=1.06967154347681
trails,score=1.06967154347681
indescribable,score=1.06967154347681
offically,score=1.06967154347681
#laughing,score=1.06967154347681
beneath,score=1.06967154347681
pond,score=1.06967154347681
crisp,score=1.06967154347681
#pumped,score=1.06967154347681
#bestfriends,score=1.06967154347681
poems,score=1.06967154347681
negatives,score=1.06967154347681
#friend,score=1.06967154347681
trance,score=1.06967154347681
peppermint,score=1.06967154347681
gifts,score=1.06368350163219
beautiful,score=1.06224081480177
wind,score=1.05755018294446
thx,score=1.05392318650867
#thebest,score=1.0531422415256
#friday,score=1.05132240480861
celebrate,score=1.05053220326611
woohoo,score=1.05025345761971
#movies,score=1.04905225627407
filled,score=1.04856258026657
lord,score=1.04812504248488
glory,score=1.04614104606661
spectacular,score=1.04435373549252
gentle,score=1.04435373549252
#sohappy,score=1.04369605707355
sunshine,score=1.04314478914338
buble,score=1.04227256928869
#dream,score=1.04227256928869
#relationship,score=1.03981858032713
fullest,score=1.03981858032713
#workout,score=1.03688172065382
goodies,score=1.03688172065382
surreal,score=1.03688172065382
tweeters,score=1.03330389930593
dwell,score=1.03330389930593
outlook,score=1.03330389930593
nieces,score=1.03330389930593
yeahhh,score=1.03330389930593
reminiscing,score=1.03330389930593
#quote,score=1.03006240538176
#obama2012,score=1.02884954895655
investment,score=1.02884954895655
shack,score=1.02884954895655
#yeah,score=1.02884954895655
chores,score=1.02884954895655
satisfaction,score=1.02884954895655
pony,score=1.02884954895655
#mood,score=1.02884954895655
rehearsal,score=1.02884954895655
louisiana,score=1.02884954895655
warmth,score=1.02884954895655
jammin,score=1.02884954895655
camping,score=1.02884954895655
livin,score=1.02884954895655
fab,score=1.02711192905801
wishing,score=1.02482097731146
designing,score=1.02315152784192
#baseball,score=1.02315152784192
surround,score=1.02315152784192
lighten,score=1.02315152784192
almighty,score=1.02315152784192
#beer,score=1.02315152784192
#selflove,score=1.02315152784192
#wonder,score=1.02315152784192
finally,score=1.02195256679774
courage,score=1.02019148621344
#&lt,score=1.01966112290215
chili,score=1.01837824908926
#winterbreak,score=1.01560432220653
appreciates,score=1.01560432220653
welcomed,score=1.01560432220653
recommended,score=1.01560432220653
ryt,score=1.01560432220653
exempt,score=1.01560432220653
relive,score=1.01560432220653
toasted,score=1.01560432220653
manicure,score=1.01560432220653
harmony,score=1.01560432220653
dayy,score=1.01560432220653
confirms,score=1.01560432220653
#god,score=1.014101692322
shiny,score=1.01331860692568
shines,score=1.01083104345388
coco,score=1.01083104345388
absence,score=1.01083104345388
wooo,score=1.01083104345388
cuddles,score=1.00513302233924
rey,score=1.00513302233924
ako,score=1.00067867198986
positive,score=0.999817716275892
woods,score=0.999290746715009
yessss,score=0.998212579494664
vitamin,score=0.998212579494664
fellowship,score=0.998212579494664
centered,score=0.998212579494664
yoga,score=0.995752553653802
nathan,score=0.995563571323087
#motivation,score=0.994770235303691
#hardwork,score=0.989628835803273
outdoor,score=0.989628835803273
maya,score=0.989628835803273
priceless,score=0.989628835803273
#roadtrip,score=0.989628835803273
yorkshire,score=0.989628835803273
worship,score=0.986783883671041
#party,score=0.986289934537758
hubby,score=0.983411199192402
waters,score=0.982660166487179
references,score=0.978699765271082
#pink,score=0.978699765271082
rehearsals,score=0.978699765271082
giggling,score=0.978699765271082
#bedtime,score=0.974361363672484
comforting,score=0.974361363672484
blaring,score=0.974361363672484
stars,score=0.974361363672484
christmas,score=0.973006309999445
#oh,score=0.970580640832578
bath,score=0.969359722278962
mountain,score=0.966639317578574
endings,score=0.964311027818983
inhale,score=0.964311027818983
#new,score=0.964311027818983
#amwriting,score=0.964311027818983
bing,score=0.964311027818983
freeway,score=0.964311027818983
skyping,score=0.964311027818983
#la,score=0.964311027818983
diner,score=0.964311027818983
#cutie,score=0.964311027818983
pitched,score=0.964311027818983
resolutions,score=0.964311027818983
unto,score=0.964311027818983
rays,score=0.964311027818983
improvement,score=0.964311027818983
#sweet,score=0.964311027818983
#pop,score=0.964311027818983
specialist,score=0.964311027818983
frown,score=0.964311027818983
#2012,score=0.964311027818983
#insanity,score=0.964311027818983
rainbow,score=0.959323486307944
trials,score=0.957193560050119
wherever,score=0.957193560050119
enjoy,score=0.956012225004288
#power,score=0.955261192299065
woop,score=0.955261192299065
success,score=0.955261192299065
restored,score=0.951888507820425
wonderland,score=0.951888507820425
surrounding,score=0.949043555688194
#writing,score=0.949043555688194
chilly,score=0.944508400522803
hehehe,score=0.944508400522803
#nice,score=0.944508400522803
#yummy,score=0.944508400522803
ministry,score=0.939618415228611
desires,score=0.939618415228611
woo,score=0.937403574899058
regional,score=0.936140150852286
swings,score=0.936140150852286
sprained,score=0.936140150852286
flame,score=0.936140150852286
venture,score=0.936140150852286
emerson,score=0.936140150852286
wisely,score=0.936140150852286
diwali,score=0.936140150852286
conditioning,score=0.931521204995992
aa,score=0.931521204995992
float,score=0.931521204995992
#self,score=0.931521204995992
festivities,score=0.931521204995992
optimistic,score=0.931521204995992
cosy,score=0.931521204995992
#loveit,score=0.931521204995992
#favorite,score=0.931521204995992
restore,score=0.931521204995992
shining,score=0.92990960110165
#compassion,score=0.928592945216903
tunes,score=0.926570699836136
bonding,score=0.926570699836136
lords,score=0.915520863649551
backyard,score=0.915520863649551
kingdom,score=0.915520863649551
lotr,score=0.915520863649551
alpha,score=0.915520863649551
rev,score=0.915520863649551
sm,score=0.915520863649551
#woo,score=0.915520863649551
scented,score=0.915520863649551
hunny,score=0.915520863649551
fields,score=0.915520863649551
sana,score=0.915520863649551
museum,score=0.915520863649551
duper,score=0.915520863649551
#awake,score=0.915520863649551
fades,score=0.915520863649551
hike,score=0.915520863649551
#score,score=0.915520863649551
mills,score=0.915520863649551
encouraging,score=0.915520863649551
#nyc,score=0.915520863649551
#diet,score=0.915520863649551
#best,score=0.915520863649551
bursting,score=0.915520863649551
vinyl,score=0.915520863649551
privilege,score=0.915520863649551
#thankyou,score=0.911201202505034
jazz,score=0.909822842534913
strength,score=0.906346487373509
floating,score=0.906042119695007
skies,score=0.906042119695007
sacrifice,score=0.90459179311736
gm,score=0.902617458813643
#productive,score=0.902617458813643
mommy,score=0.900595213432875
#learning,score=0.899772506681412
franklin,score=0.899772506681412
brew,score=0.899772506681412
springs,score=0.899772506681412
anniversary,score=0.899772506681412
pjs,score=0.89782128655015
retail,score=0.895318156332031
pinch,score=0.895318156332031
supportive,score=0.895318156332031
sweep,score=0.895318156332031
coloring,score=0.895318156332031
encouraged,score=0.895318156332031
lovin,score=0.895318156332031
aldean,score=0.895318156332031
chillin,score=0.893780877013145
#inlove,score=0.893215106135252
quiet,score=0.893134749351088
96,score=0.891990366239357
relieved,score=0.891990366239357
tuesdays,score=0.891990366239357
prayer,score=0.890623312027824
loving,score=0.888813044734615
holidays,score=0.88784614149333
enjoys,score=0.887349986682854
blanket,score=0.886193248555031
amen,score=0.883085587896397
temporary,score=0.880429543838281
#today,score=0.880429543838281
surf,score=0.880429543838281
orthodontist,score=0.880429543838281
nephews,score=0.880429543838281
#passion,score=0.8786163067141
academic,score=0.877299650829353
#motivated,score=0.877299650829353
yum,score=0.877299650829353
lighting,score=0.872961249230755
undies,score=0.869000848014658
om,score=0.869000848014658
curtis,score=0.869000848014658
visits,score=0.869000848014658
solely,score=0.869000848014658
#girlfriend,score=0.869000848014658
essence,score=0.869000848014658
possess,score=0.869000848014658
#adorable,score=0.869000848014658
#special,score=0.869000848014658
scheduling,score=0.869000848014658
unconditionally,score=0.869000848014658
#make,score=0.869000848014658
tucked,score=0.869000848014658
weddings,score=0.869000848014658
thrilled,score=0.869000848014658
charleston,score=0.869000848014658
caleb,score=0.869000848014658
bagels,score=0.869000848014658
knackered,score=0.869000848014658
#boom,score=0.869000848014658
barrier,score=0.869000848014658
celebration,score=0.864227569262
lit,score=0.863963053984701
niece,score=0.86333511047898
greater,score=0.860770348878142
#fashion,score=0.85995101249474
anonymous,score=0.85995101249474
nest,score=0.85609744317875
sobbing,score=0.85609744317875
1000th,score=0.85609744317875
chi,score=0.85609744317875
tide,score=0.85609744317875
#hopeful,score=0.85609744317875
holiday,score=0.854496161811776
jesus,score=0.854283308930077
overwhelmed,score=0.853962970650117
babysit,score=0.85098234251198
evening,score=0.850042934270044
heading,score=0.849866893428114
seek,score=0.849430751820561
#job,score=0.846527992162599
judgment,score=0.846527992162599
dessert,score=0.846527992162599
bestest,score=0.846527992162599
sally,score=0.846527992162599
#spoiled,score=0.846527992162599
equals,score=0.846527992162599
banquet,score=0.846527992162599
claus,score=0.846527992162599
resting,score=0.846527992162599
nephew,score=0.843025361611397
playlist,score=0.842614092841463
author,score=0.841412891495829
aunts,score=0.839147884864977
shine,score=0.839147884864977
addition,score=0.839147884864977
todd,score=0.839147884864977
4pm,score=0.839147884864977
ordinary,score=0.839147884864977
great,score=0.836465580910308
thank,score=0.836226378981366
begun,score=0.836056692295304
wrapping,score=0.834357456542344
organic,score=0.833282765412579
darkness,score=0.833282765412579
coaster,score=0.833282765412579
mourning,score=0.833282765412579
sunny,score=0.831045628014222
relax,score=0.82890639081278
brings,score=0.827397510564023
believing,score=0.827109906305498
christ,score=0.827109906305498
#saturday,score=0.824549085443824
waved,score=0.824549085443824
ch,score=0.824549085443824
separated,score=0.824549085443824
resistance,score=0.824549085443824
si,score=0.824549085443824
unconditional,score=0.824549085443824
lumineers,score=0.824549085443824
savannah,score=0.824549085443824
bittersweet,score=0.824549085443824
#followback,score=0.824549085443824
#boy,score=0.824549085443824
lust,score=0.824549085443824
#soproud,score=0.824549085443824
mmm,score=0.822263370162968
#lovehim,score=0.821835379572228
grilled,score=0.821210184178309
fantastic,score=0.820210683845226
comparison,score=0.818357115195903
strive,score=0.818357115195903
unpacking,score=0.818357115195903
wishes,score=0.818357115195903
#stoked,score=0.818357115195903
#single,score=0.818357115195903
possibilities,score=0.818357115195903
extraordinary,score=0.818357115195903
element,score=0.818357115195903
summit,score=0.818357115195903
hugged,score=0.818357115195903
simon,score=0.813738169339608
thanx,score=0.813738169339608
masters,score=0.813738169339608
secure,score=0.813738169339608
improved,score=0.810160347991724
#day,score=0.810160347991724
improve,score=0.810160347991724
#bible,score=0.810160347991724
afternoon,score=0.808752888223845
serving,score=0.808657718107189
fever,score=0.808191843419052
ang,score=0.808191843419052
yess,score=0.807307279009318
mocha,score=0.807307279009318
engagement,score=0.807307279009318
challenge,score=0.806887022646755
receiving,score=0.806087022604089
trees,score=0.805705997642344
faithful,score=0.804978989249727
homemade,score=0.804978989249727
grandparents,score=0.803968377743803
freedom,score=0.803968377743803
#disney,score=0.80304288022286
baking,score=0.802192178342548
matters,score=0.800007976527706
thy,score=0.797737827993167
calculus,score=0.796804556810169
#time,score=0.796804556810169
ng,score=0.796804556810169
deeply,score=0.795975712999768
sea,score=0.795234697775049
moments,score=0.792761568006939
33,score=0.792460770892323
goodnight,score=0.790357720695545
ke,score=0.781989471025028
bladder,score=0.781989471025028
surrender,score=0.781989471025028
tonsils,score=0.781989471025028
#snow,score=0.781989471025028
25th,score=0.781989471025028
#np,score=0.781989471025028
cuppa,score=0.781989471025028
wine,score=0.781989471025028
organized,score=0.781989471025028
deck,score=0.781989471025028
caroline,score=0.781989471025028
determine,score=0.781989471025028
bff,score=0.781989471025028
gahhh,score=0.781989471025028
#longday,score=0.781989471025028
#hair,score=0.781989471025028
mount,score=0.781989471025028
asthma,score=0.781989471025028
cudi,score=0.781989471025028
heavens,score=0.781989471025028
painting,score=0.781989471025028
consisted,score=0.781989471025028
glow,score=0.781989471025028
prettiest,score=0.781989471025028
suns,score=0.781989471025028
snows,score=0.781989471025028
730,score=0.781989471025028
spark,score=0.781989471025028
baths,score=0.781989471025028
#valentines,score=0.781989471025028
revelation,score=0.781989471025028
visitors,score=0.781989471025028
phew,score=0.781989471025028
piano,score=0.781989471025028
perfect,score=0.777965320725303
fresh,score=0.776192353340702
#patience,score=0.773690668210333
tub,score=0.773405727333637
grace,score=0.77203914017186
#cute,score=0.769868110492683
jane,score=0.766485284489063
successful,score=0.766158005808347
remix,score=0.764289893925627
10am,score=0.764289893925627
#forgiveness,score=0.762941276054333
bound,score=0.762444874952058
usa,score=0.761786763707509
mornin,score=0.761370183822292
hectic,score=0.761370183822292
decorate,score=0.761370183822292
relief,score=0.760483265804064
ourselves,score=0.758822411743494
#future,score=0.758458973614834
grandmas,score=0.757296858434656
#addiction,score=0.757296858434656
chorus,score=0.757296858434656
mumford,score=0.757296858434656
honors,score=0.757296858434656
jog,score=0.757296858434656
#bed,score=0.757296858434656
satisfied,score=0.754590496836914
traveling,score=0.754590496836914
eleven,score=0.754590496836914
tradition,score=0.754590496836914
rain,score=0.753124390628856
#memories,score=0.753001934151776
nighter,score=0.753001934151776
hugs,score=0.753001934151776
sung,score=0.751217812358274
beauty,score=0.748958945348546
#with,score=0.746898151213758
champs,score=0.746898151213758
healed,score=0.746898151213758
violin,score=0.746898151213758
#ah,score=0.746898151213758
gift,score=0.745084914089577
08,score=0.741167476504773
renew,score=0.741167476504773
newly,score=0.741167476504773
clearing,score=0.741167476504773
#latenight,score=0.741167476504773
knuckle,score=0.741167476504773
village,score=0.741167476504773
#pitchperfect,score=0.741167476504773
albert,score=0.741167476504773
nothings,score=0.741167476504773
remedy,score=0.741167476504773
jolly,score=0.741167476504773
resolve,score=0.741167476504773
travelling,score=0.741167476504773
shiz,score=0.741167476504773
throbbing,score=0.741167476504773
darkest,score=0.741167476504773
jury,score=0.741167476504773
88,score=0.741167476504773
babysitting,score=0.738314407522367
mince,score=0.737537708454194
adore,score=0.737537708454194
#girl,score=0.737537708454194
clouds,score=0.735032487937257
simple,score=0.734361422035773
heaven,score=0.734133449847393
chocolates,score=0.733199306855596
sa,score=0.730986916572655
#nowplaying,score=0.730696176637477
#london,score=0.727922249754752
#good,score=0.727922249754752
#glee,score=0.725900004373984
begins,score=0.724578563811689
includes,score=0.721364849208593
boost,score=0.721364849208593
dean,score=0.721364849208593
lang,score=0.721364849208593
appreciation,score=0.721364849208593
allah,score=0.721364849208593
#faith,score=0.720295902019688
listening,score=0.719776286523455
tanning,score=0.719188569785998
reached,score=0.719188569785998
enjoyed,score=0.71901467186364
spread,score=0.718567644587532
thanksgiving,score=0.716031503233231
#night,score=0.716031503233231
#butterflies,score=0.716031503233231
et,score=0.716031503233231
provides,score=0.712996599538077
steph,score=0.712996599538077
occasion,score=0.712996599538077
homies,score=0.712996599538077
cheerleading,score=0.712996599538077
#happybirthday,score=0.712996599538077
icecream,score=0.712996599538077
surrounded,score=0.711921908408311
source,score=0.709668809445402
climbing,score=0.709668809445402
opportunity,score=0.708377653681782
destination,score=0.707881498871306
adventure,score=0.707881498871306
entry,score=0.707881498871306
beers,score=0.707881498871306
consists,score=0.706766049787441
congrats,score=0.704115961599037
tea,score=0.702662582995514
vancouver,score=0.701946763351492
seeds,score=0.701946763351492
dedicate,score=0.701946763351492
laying,score=0.701946763351492
#easy,score=0.701946763351492
creativity,score=0.701946763351492
handful,score=0.701946763351492
coma,score=0.701946763351492
rockin,score=0.701946763351492
quietly,score=0.701946763351492
kindness,score=0.701946763351492
cider,score=0.701946763351492
333,score=0.701946763351492
whiskey,score=0.701946763351492
fabric,score=0.701946763351492
donated,score=0.701946763351492
tommorrow,score=0.701946763351492
#happygirl,score=0.701946763351492
#nye,score=0.701946763351492
oatmeal,score=0.701946763351492
smokin,score=0.701946763351492
5k,score=0.701946763351492
#run,score=0.701946763351492
fam,score=0.700311440010761
therapy,score=0.699924517970724
led,score=0.698107987044326
bracelet,score=0.696467297586866
conditions,score=0.694978094035398
supper,score=0.694978094035398
#bittersweet,score=0.694978094035398
reunion,score=0.693882203514761
bright,score=0.693193972241897
weekend,score=0.692899851889406
lifestyle,score=0.692377312335341
abraham,score=0.692377312335341
#business,score=0.692377312335341
annual,score=0.692377312335341
exhausting,score=0.692377312335341
vibe,score=0.690181921771905
christians,score=0.686679291220703
moon,score=0.684886640606183
misery,score=0.682898568380797
chaos,score=0.682898568380797
jamming,score=0.682898568380797
decorations,score=0.681448241803151
columbus,score=0.680206776715086
ultra,score=0.680206776715086
drinkin,score=0.680206776715086
drifting,score=0.680206776715086
infinite,score=0.676628955367202
heartbeat,score=0.676628955367202
shifts,score=0.676628955367202
brighten,score=0.676628955367202
sunlight,score=0.676628955367202
bride,score=0.674358806832663
miracles,score=0.674358806832663
enjoyable,score=0.672790179060036
achieve,score=0.672790179060036
nothin,score=0.672174605017821
overall,score=0.671641413856163
laughs,score=0.670763835914804
journal,score=0.670763835914804
greatest,score=0.670612607181056
gorgeous,score=0.669872172904322
music,score=0.665147358887221
cardio,score=0.664206435368645
excitement,score=0.664206435368645
bruised,score=0.664206435368645
amazingly,score=0.664206435368645
bestie,score=0.664206435368645
md,score=0.664206435368645
#childhood,score=0.664206435368645
stoned,score=0.664206435368645
#relationships,score=0.664206435368645
flood,score=0.664206435368645
intent,score=0.664206435368645
98,score=0.664206435368645
darling,score=0.664206435368645
prayed,score=0.664206435368645
france,score=0.664206435368645
pies,score=0.664206435368645
leftover,score=0.664206435368645
#inspired,score=0.664206435368645
commute,score=0.664206435368645
pan,score=0.664206435368645
universe,score=0.661207932372388
falling,score=0.661036860607366
mercy,score=0.658929378267801
warm,score=0.658003491244037
compliments,score=0.657691754347451
difference,score=0.657535296551622
#lovethem,score=0.656826328071022
sleepless,score=0.656301255861531
feels,score=0.656165036493651
hometown,score=0.654156099515143
awwww,score=0.654156099515143
nature,score=0.653680022381657
glad,score=0.652136282795491
warming,score=0.65193634277683
gathering,score=0.65193634277683
choir,score=0.65193634277683
72,score=0.65193634277683
mas,score=0.65193634277683
#yolo,score=0.650413113236309
excellent,score=0.649817697916545
shift,score=0.649425040603166
memories,score=0.648997016705116
roller,score=0.648458078400505
je,score=0.648458078400505
symptoms,score=0.648458078400505
sky,score=0.648458078400505
birthdays,score=0.648458078400505
strawberries,score=0.648458078400505
hormones,score=0.648458078400505
conquer,score=0.648458078400505
heartache,score=0.648458078400505
foam,score=0.648458078400505
thang,score=0.648458078400505
#ever,score=0.648458078400505
souls,score=0.645857296700448
snuggle,score=0.645857296700448
showers,score=0.644788349511543
desire,score=0.644205768661975
soundtrack,score=0.642227528649869
downs,score=0.642227528649869
elizabeth,score=0.642227528649869
sweatshirt,score=0.642227528649869
forest,score=0.642227528649869
unhappy,score=0.640338953962001
#of,score=0.640338953962001
onesie,score=0.638888627384355
nutella,score=0.638888627384355
7am,score=0.638095291364959
ko,score=0.637739862180481
winding,score=0.63680746118053
monitor,score=0.63680746118053
handing,score=0.63680746118053
visiting,score=0.635385996833153
june,score=0.635007280676382
polar,score=0.634353472218963
pumpkin,score=0.630949213612162
sweet,score=0.629335797465363
photographer,score=0.62783879119777
dipped,score=0.62783879119777
admission,score=0.62783879119777
struggles,score=0.62783879119777
pero,score=0.62783879119777
#2012taughtme,score=0.62783879119777
consecutive,score=0.62783879119777
berlin,score=0.62783879119777
#determined,score=0.62783879119777
delta,score=0.62783879119777
manner,score=0.62783879119777
trek,score=0.62783879119777
earl,score=0.62783879119777
decorated,score=0.62783879119777
#classic,score=0.62783879119777
edition,score=0.62783879119777
po,score=0.62783879119777
54,score=0.62783879119777
ceases,score=0.62783879119777
delicious,score=0.624985722215363
wrapped,score=0.622359325433144
bells,score=0.622359325433144
maker,score=0.622359325433144
cloud,score=0.621646820949849
love,score=0.621442705431943
garlic,score=0.620721323428906
esteem,score=0.620721323428906
day,score=0.619081577941178
#hyper,score=0.617686419733752
payday,score=0.617686419733752
maine,score=0.617686419733752
22nd,score=0.617686419733752
sparkly,score=0.617686419733752
sucha,score=0.617686419733752
thankyou,score=0.617686419733752
maryland,score=0.614935386361862
cheesecake,score=0.614935386361862
awesome,score=0.613697361148466
chosen,score=0.610139214098369
regrets,score=0.610139214098369
fairy,score=0.610139214098369
bae,score=0.610139214098369
earliest,score=0.610139214098369
endless,score=0.610139214098369
dreadful,score=0.610139214098369
#world,score=0.610139214098369
vocal,score=0.610139214098369
truly,score=0.609743566219815
genuine,score=0.607048021528696
meanwhile,score=0.604308293787576
#red,score=0.604308293787576
workouts,score=0.604308293787576
diving,score=0.604308293787576
sunglasses,score=0.604308293787576
dd,score=0.604308293787576
pup,score=0.604308293787576
thus,score=0.602648542369211
garden,score=0.601105729000701
sorting,score=0.599667914231073
creation,score=0.599667914231073
rising,score=0.599667914231073
#thoughts,score=0.599667914231073
carried,score=0.599667914231073
vacation,score=0.598985087301163
lighter,score=0.595887191391167
potatoes,score=0.595887191391167
hawaii,score=0.595887191391167
laugh,score=0.594368780369331
empire,score=0.5927474713865
funk,score=0.5927474713865
belong,score=0.5927474713865
extended,score=0.5927474713865
ultrasound,score=0.5927474713865
feast,score=0.5927474713865
floyd,score=0.5927474713865
mixture,score=0.5927474713865
bubbles,score=0.5927474713865
oxygen,score=0.5927474713865
physio,score=0.5927474713865
temptation,score=0.5927474713865
#arsenal,score=0.5927474713865
#excited,score=0.592323939975315
parade,score=0.590098463214923
couch,score=0.590098463214923
life,score=0.589348545782066
stoked,score=0.589305127195527
danced,score=0.58783345658407
stretching,score=0.58783345658407
#understanding,score=0.58783345658407
workshop,score=0.58783345658407
smartest,score=0.58783345658407
49,score=0.58783345658407
developing,score=0.58783345658407
fluffy,score=0.58783345658407
scout,score=0.58783345658407
sunday,score=0.587467402037856
ol,score=0.586497451041328
#socute,score=0.584163727695108
best,score=0.582686764832302
amazing,score=0.581921802777677
quizzes,score=0.581318775562877
cupboard,score=0.581318775562877
guidance,score=0.581318775562877
continually,score=0.581318775562877
discovering,score=0.581318775562877
#epic,score=0.579048627028338
oprah,score=0.579048627028338
elf,score=0.578390515783789
rainy,score=0.57826400556792
cabin,score=0.577195058379015
attending,score=0.577195058379015
lights,score=0.575653038027199
trips,score=0.574350106246784
accepting,score=0.573771569927494
spend,score=0.573498196497689
bucket,score=0.573234657162918
household,score=0.573234657162918
speakers,score=0.573234657162918
bipolar,score=0.572268940042959
journey,score=0.567214169381335
tree,score=0.566943129943438
laughed,score=0.566280898198336
emotions,score=0.565929774599223
en,score=0.564265987180158
needed,score=0.564076969128371
begin,score=0.56128792336637
settling,score=0.558845919710818
share,score=0.558845919710818
blogs,score=0.558845919710818
dunkin,score=0.558845919710818
eggnog,score=0.558845919710818
burden,score=0.558845919710818
choosing,score=0.558845919710818
#hype,score=0.558845919710818
#focus,score=0.558845919710818
cape,score=0.558845919710818
bonfire,score=0.558845919710818
barn,score=0.558845919710818
#basketball,score=0.558845919710818
worries,score=0.558845919710818
#passion2013,score=0.558845919710818
mushrooms,score=0.558845919710818
creek,score=0.558845919710818
tore,score=0.558845919710818
chapel,score=0.558845919710818
rely,score=0.558845919710818
coldplay,score=0.558845919710818
marley,score=0.558845919710818
gods,score=0.558845919710818
curve,score=0.558845919710818
rink,score=0.558845919710818
depends,score=0.558845919710818
gingerbread,score=0.558845919710818
smiley,score=0.558845919710818
carrot,score=0.558845919710818
mt,score=0.558845919710818
connecting,score=0.558845919710818
pose,score=0.558845919710818
values,score=0.558845919710818
sanity,score=0.558845919710818
sermon,score=0.558845919710818
globe,score=0.558845919710818
achievement,score=0.558845919710818
shakespeare,score=0.558845919710818
seein,score=0.558845919710818
inc,score=0.558845919710818
dancing,score=0.556549707450468
lots,score=0.554644232857118
express,score=0.551183046965249
fallen,score=0.550547116896123
madness,score=0.547796083524233
victory,score=0.546423399712261
2013,score=0.546136332105869
lover,score=0.545600692960798
#pray,score=0.544661284718862
marathon,score=0.543864366095201
30pm,score=0.54357844758003
spreading,score=0.54357844758003
handsome,score=0.54357844758003
humor,score=0.542316617759608
xx,score=0.541604113276312
#halloween,score=0.54082741420814
experiencing,score=0.54082741420814
400,score=0.54082741420814
practical,score=0.539043292414639
arms,score=0.539043292414639
tmr,score=0.539043292414639
coworker,score=0.539043292414639
galaxy,score=0.538011832807976
puzzle,score=0.536867012992043
maroon,score=0.536867012992043
guaranteed,score=0.534153307120447
landing,score=0.534153307120447
pas,score=0.534153307120447
roomie,score=0.534153307120447
#iloveyou,score=0.534153307120447
granted,score=0.534153307120447
feelin,score=0.533366834409833
clear,score=0.531321246320728
challenges,score=0.530675042744122
beautifully,score=0.530675042744122
resume,score=0.530675042744122
amongst,score=0.530675042744122
purely,score=0.530675042744122
#strong,score=0.530675042744122
eatin,score=0.530675042744122
completed,score=0.530675042744122
ana,score=0.530675042744122
designs,score=0.530675042744122
citizen,score=0.530675042744122
#class,score=0.530675042744122
fill,score=0.52999776537316
laughing,score=0.529398718384517
fi,score=0.528540570215489
30am,score=0.528540570215489
special,score=0.527825226053361
deprived,score=0.526056096887827
msu,score=0.526056096887827
perks,score=0.526056096887827
dreaded,score=0.526056096887827
damaged,score=0.526056096887827
temp,score=0.526056096887827
indoors,score=0.526056096887827
brief,score=0.526056096887827
reserved,score=0.526056096887827
#collegelife,score=0.526056096887827
#country,score=0.526056096887827
counselor,score=0.526056096887827
#ravens,score=0.526056096887827
#ok,score=0.526056096887827
congratulations,score=0.526056096887827
installed,score=0.526056096887827
regularly,score=0.526056096887827
sons,score=0.524944368035137
kissed,score=0.523127837108739
practices,score=0.523127837108739
editing,score=0.519625206557537
olive,score=0.519625206557537
cookies,score=0.519625206557537
free,score=0.519479529523264
experience,score=0.519236781615772
family,score=0.518191103343156
fellow,score=0.518023925190563
morning,score=0.517485416845629
god,score=0.516610174808487
held,score=0.51602592252789
comic,score=0.515360807771079
carol,score=0.515360807771079
#2,score=0.515360807771079
allows,score=0.515360807771079
la,score=0.514394157139984
rocking,score=0.513725484430349
comfy,score=0.513725484430349
auntie,score=0.510055755541386
#miracle,score=0.510055755541386
curled,score=0.510055755541386
fil,score=0.510055755541386
waffles,score=0.510055755541386
runnin,score=0.510055755541386
uncles,score=0.510055755541386
roof,score=0.508696136025347
#sleep,score=0.506399444338276
#drunk,score=0.50573609439687
lean,score=0.50573609439687
feedback,score=0.50573609439687
fate,score=0.50573609439687
mud,score=0.50573609439687
favorite,score=0.504867158788249
theme,score=0.504357734426749
mango,score=0.503276068556007
6pm,score=0.503276068556007
shoulders,score=0.503276068556007
aspect,score=0.503276068556007
ties,score=0.503276068556007
dripping,score=0.503276068556007
fountain,score=0.503276068556007
ahead,score=0.502988588318294
naps,score=0.500577011586843
fest,score=0.500577011586843
bryan,score=0.499126685009196
despite,score=0.498627059717764
mornings,score=0.495998016051155
aaah,score=0.494307398573247
farther,score=0.494307398573247
valentine,score=0.494307398573247
dc,score=0.494307398573247
830,score=0.494307398573247
raining,score=0.494307398573247
experiences,score=0.494307398573247
meeee,score=0.494307398573247
