#agitated,score=1.42991541495012
#roar,score=1.42991541495012
decides,score=0.831626027848851
friggin,score=0.83079718403845
repeatedly,score=0.83079718403845
stupidest,score=0.83079718403845
_&lt,score=0.827740012595901
laptops,score=0.827740012595901
chipped,score=0.827740012595901
#ruzzle,score=0.823779611379804
delaying,score=0.823779611379804
abomination,score=0.823779611379804
#morons,score=0.823779611379804
2months,score=0.823779611379804
#ego,score=0.823779611379804
#stalker,score=0.823779611379804
alarms,score=0.823779611379804
farmville,score=0.823779611379804
ruthless,score=0.823779611379804
waisted,score=0.823779611379804
itv2,score=0.823779611379804
bumpy,score=0.823779611379804
#shady,score=0.823779611379804
muthafuckin,score=0.823779611379804
callers,score=0.823779611379804
plaster,score=0.823779611379804
everybodys,score=0.823779611379804
#make,score=0.823779611379804
#disapointed,score=0.823779611379804
muller,score=0.823779611379804
prophet,score=0.823779611379804
#asshole,score=0.823779611379804
capitals,score=0.823779611379804
originality,score=0.823779611379804
#gosh,score=0.823779611379804
heaters,score=0.823779611379804
#cars,score=0.823779611379804
oot,score=0.823779611379804
#adrenaline,score=0.823779611379804
pfft,score=0.823779611379804
goddammit,score=0.823779611379804
4%,score=0.823779611379804
#iphoneproblems,score=0.823779611379804
knackered,score=0.823779611379804
infamous,score=0.823779611379804
4g,score=0.823779611379804
throttle,score=0.823779611379804
#poop,score=0.823779611379804
#feelingthelove,score=0.823779611379804
bom,score=0.823779611379804
#agg,score=0.823779611379804
commentator,score=0.823779611379804
assumes,score=0.823779611379804
shreds,score=0.823779611379804
feckin,score=0.823779611379804
#stupidphone,score=0.823779611379804
dominic,score=0.823779611379804
aggravating,score=0.823779611379804
999,score=0.823779611379804
annoyingly,score=0.823779611379804
morrisons,score=0.823779611379804
probation,score=0.823779611379804
ughhhhhh,score=0.823779611379804
llama,score=0.823779611379804
fanta,score=0.823779611379804
#dumbass,score=0.820149843329225
clingy,score=0.819006332627146
#wasteoftime,score=0.819006332627146
pronounce,score=0.819006332627146
schoolers,score=0.819006332627146
#fight,score=0.819006332627146
refund,score=0.818113873844126
cunt,score=0.817189801700748
arghhhh,score=0.81681094206371
snapping,score=0.81681094206371
whys,score=0.81681094206371
typos,score=0.81681094206371
wipers,score=0.81681094206371
idiot,score=0.81306598844082
sleeep,score=0.810876206543896
#justno,score=0.810876206543896
manc,score=0.810876206543896
keyboards,score=0.810876206543896
#previoustweet,score=0.810876206543896
poke,score=0.810876206543896
#hatehim,score=0.810876206543896
fictional,score=0.810876206543896
ae,score=0.810876206543896
samuel,score=0.810876206543896
flatmates,score=0.810876206543896
norovirus,score=0.810876206543896
thn,score=0.810876206543896
mofo,score=0.810876206543896
tsa,score=0.810876206543896
commenting,score=0.810876206543896
#mother,score=0.810876206543896
laces,score=0.810876206543896
#douchebag,score=0.810876206543896
inconsiderate,score=0.810876206543896
#softball,score=0.810876206543896
fuckkkkk,score=0.810876206543896
optional,score=0.810876206543896
f**k,score=0.810876206543896
presale,score=0.810876206543896
crows,score=0.810876206543896
hesitate,score=0.810876206543896
whyyy,score=0.810876206543896
rung,score=0.810876206543896
preferably,score=0.810876206543896
uptight,score=0.810876206543896
baloney,score=0.810876206543896
10minutes,score=0.810876206543896
coupons,score=0.810876206543896
sham,score=0.810876206543896
unfriend,score=0.810876206543896
railway,score=0.810876206543896
canceling,score=0.810876206543896
ugghh,score=0.810876206543896
shoutouts,score=0.810876206543896
#dumb,score=0.809527588672602
argue,score=0.808741734015263
cece,score=0.807385801604127
wall,score=0.806803710587465
#tension,score=0.805761105877125
#justmyluck,score=0.805761105877125
bullshit,score=0.804590830728935
pointless,score=0.804426882863989
messaging,score=0.803459608888846
complain,score=0.803170688965808
ja,score=0.801306755527745
hacking,score=0.801306755527745
ballot,score=0.801306755527745
sef,score=0.801306755527745
moans,score=0.801306755527745
smack,score=0.801306755527745
maloney,score=0.801306755527745
fckin,score=0.801306755527745
#notworthit,score=0.801306755527745
#thatonekidinclass,score=0.801306755527745
#notsorry,score=0.801306755527745
icons,score=0.801306755527745
obnoxious,score=0.800137848322763
grumpy,score=0.797392856206609
subtweets,score=0.797392856206609
#noonecares,score=0.797392856206609
bloody,score=0.796523164892189
rylan,score=0.796487469091796
asshole,score=0.795362398656227
harassed,score=0.793926648230122
#ineedsleep,score=0.793926648230122
pram,score=0.793926648230122
lagging,score=0.793926648230122
bla,score=0.793926648230122
sakes,score=0.793926648230122
disc,score=0.793926648230122
coulda,score=0.793926648230122
plow,score=0.793926648230122
prescription,score=0.793926648230122
fukin,score=0.793926648230122
transferred,score=0.793926648230122
redo,score=0.793926648230122
warner,score=0.788061528777724
stealing,score=0.788061528777724
#nopatience,score=0.788061528777724
iz,score=0.788061528777724
interactions,score=0.788061528777724
router,score=0.788061528777724
#stahp,score=0.788061528777724
subscription,score=0.788061528777724
whine,score=0.788061528777724
airline,score=0.788061528777724
lash,score=0.788061528777724
frickin,score=0.788061528777724
cancel,score=0.785824391379368
grip,score=0.785558398559606
back&lt,score=0.783288250025067
deliberately,score=0.783288250025067
dre,score=0.783288250025067
whyyyyy,score=0.783288250025067
spelling,score=0.783288250025067
protector,score=0.783288250025067
$30,score=0.783288250025067
git,score=0.783288250025067
understatement,score=0.783288250025067
twitch,score=0.781219996961008
ranting,score=0.781219996961008
repeating,score=0.77932784880897
drills,score=0.77932784880897
consideration,score=0.77932784880897
unprofessional,score=0.77932784880897
hashtags,score=0.778153450553028
spell,score=0.777742308600479
mams,score=0.775988947543455
#calmdown,score=0.775988947543455
hoover,score=0.775988947543455
#subtweet,score=0.774508562373021
f***,score=0.773135878561049
spilt,score=0.771859554201444
grammar,score=0.771254410461343
ruins,score=0.770290926428817
protective,score=0.768516932704754
bastards,score=0.767227441874882
daft,score=0.766621197539855
#parents,score=0.766621197539855
tagging,score=0.766621197539855
wages,score=0.766621197539855
useless,score=0.76526019018448
cancels,score=0.76493911135687
chargers,score=0.76493911135687
screwing,score=0.76493911135687
knob,score=0.76493911135687
dept,score=0.76493911135687
bipolar,score=0.763436481472335
copying,score=0.763436481472335
fuck,score=0.762619915932247
#hurt,score=0.762229298588447
#ridiculous,score=0.762086042374464
blocking,score=0.761460846980545
cancelled,score=0.760865785969234
restart,score=0.760865785969234
#gtfo,score=0.758747141108949
speidi,score=0.757821643588006
connection,score=0.755230297229909
fuckin,score=0.754443745548896
trains,score=0.754159977102043
ruined,score=0.753188964602501
#growup,score=0.752854372141798
steam,score=0.750013461140195
moody,score=0.749671639226082
spilled,score=0.749347016597034
virus,score=0.749347016597034
violent,score=0.749038326981988
bbm,score=0.745900717953446
contacts,score=0.74345722254097
wifi,score=0.740744382769813
screw,score=0.73991784329307
pitches,score=0.736768234390174
mascara,score=0.736768234390174
poking,score=0.736768234390174
shoveling,score=0.736768234390174
condescending,score=0.736768234390174
fumes,score=0.736768234390174
apologies,score=0.736768234390174
echoing,score=0.736768234390174
fack,score=0.736768234390174
chapped,score=0.736768234390174
#shh,score=0.736768234390174
disadvantage,score=0.736768234390174
boils,score=0.736768234390174
passive,score=0.736768234390174
handicap,score=0.736768234390174
#cbb,score=0.736768234390174
#stopthat,score=0.736768234390174
harassing,score=0.736768234390174
jagger,score=0.736768234390174
30min,score=0.736768234390174
suckin,score=0.736768234390174
highlighting,score=0.736768234390174
#explaintomewhy,score=0.736768234390174
#imdone,score=0.736768234390174
mails,score=0.736768234390174
software,score=0.736768234390174
gmail,score=0.736768234390174
#getalife,score=0.736768234390174
dispute,score=0.736768234390174
costing,score=0.736768234390174
#skint,score=0.736768234390174
#dangit,score=0.736768234390174
ringer,score=0.736768234390174
growling,score=0.736768234390174
consent,score=0.736768234390174
stubborn,score=0.736768234390174
#ihatethis,score=0.736768234390174
resulted,score=0.736768234390174
#alcohol,score=0.736768234390174
picky,score=0.736768234390174
bf/gf,score=0.736768234390174
cretin,score=0.736768234390174
heed,score=0.736768234390174
opt,score=0.736768234390174
questioned,score=0.736768234390174
#notmyday,score=0.736768234390174
fuse,score=0.736768234390174
#excuses,score=0.736768234390174
northampton,score=0.736768234390174
tedious,score=0.736768234390174
#pms,score=0.736768234390174
repeats,score=0.736768234390174
ergh,score=0.736768234390174
traits,score=0.736768234390174
blooming,score=0.736768234390174
#dick,score=0.736768234390174
verizon,score=0.736768234390174
packaging,score=0.736768234390174
civic,score=0.736768234390174
breaker,score=0.736768234390174
smug,score=0.736768234390174
leaking,score=0.736768234390174
rubbish,score=0.736768234390174
headlight,score=0.736768234390174
trim,score=0.736768234390174
tubes,score=0.736768234390174
#ergh,score=0.736768234390174
procrastinator,score=0.736768234390174
cba,score=0.736768234390174
photoshop,score=0.736768234390174
squeak,score=0.736768234390174
deletes,score=0.736768234390174
facility,score=0.736768234390174
suggestion,score=0.736768234390174
inboxes,score=0.736768234390174
bfs,score=0.736768234390174
postman,score=0.736768234390174
merge,score=0.736768234390174
$300,score=0.736768234390174
claw,score=0.736768234390174
peasant,score=0.736768234390174
thieves,score=0.736768234390174
kart,score=0.736768234390174
spontaneously,score=0.736768234390174
migraines,score=0.736768234390174
appts,score=0.736768234390174
indirectly,score=0.736768234390174
accusing,score=0.736768234390174
#everywhere,score=0.736768234390174
trys,score=0.736768234390174
fxck,score=0.736768234390174
rediculous,score=0.736768234390174
#itunes,score=0.736768234390174
belts,score=0.736768234390174
tickle,score=0.736768234390174
#fifa,score=0.736768234390174
bait,score=0.736768234390174
#retard,score=0.736768234390174
hmph,score=0.736768234390174
bark,score=0.736768234390174
waken,score=0.736768234390174
louder,score=0.736768234390174
______,score=0.736768234390174
caution,score=0.736768234390174
sixty,score=0.736768234390174
protests,score=0.736768234390174
stutter,score=0.736768234390174
ducking,score=0.736768234390174
ugghhh,score=0.736768234390174
incorrect,score=0.736768234390174
#hurtful,score=0.736768234390174
school&lt,score=0.736768234390174
#nhllockout,score=0.736768234390174
robbing,score=0.736768234390174
discontinued,score=0.736768234390174
zenit,score=0.736768234390174
scratches,score=0.736768234390174
chrome,score=0.736768234390174
paula,score=0.736768234390174
expressed,score=0.736768234390174
tyres,score=0.736768234390174
sky+,score=0.736768234390174
reallllly,score=0.736768234390174
corrupted,score=0.736768234390174
#obnoxious,score=0.736768234390174
pees,score=0.736768234390174
insignificant,score=0.736768234390174
#whatajoke,score=0.736768234390174
sainsburys,score=0.736768234390174
urge,score=0.736768234390174
gimp,score=0.736768234390174
ahold,score=0.736768234390174
hayley,score=0.736768234390174
actively,score=0.736768234390174
#ftw,score=0.736768234390174
#apple,score=0.736768234390174
#icantstandwhen,score=0.736768234390174
#hash,score=0.736768234390174
bailed,score=0.736768234390174
sizes,score=0.736768234390174
secondly,score=0.736768234390174
spammed,score=0.736768234390174
fcking,score=0.736768234390174
waldo,score=0.736768234390174
infact,score=0.736768234390174
urghh,score=0.736768234390174
#numb,score=0.736768234390174
assign,score=0.736768234390174
ofcourse,score=0.736768234390174
#bequiet,score=0.736768234390174
rattling,score=0.736768234390174
camper,score=0.736768234390174
amc,score=0.736768234390174
moronic,score=0.736768234390174
voicemails,score=0.736768234390174
dumb,score=0.732260337950984
fed,score=0.730971116705848
sneezing,score=0.728034554421419
neighbour,score=0.72546867913624
#notokay,score=0.724646873857829
messing,score=0.723696152822821
shouting,score=0.721730357025633
subtweet,score=0.721730357025633
dvr,score=0.720767893043733
wide,score=0.720288460682454
hash,score=0.719275076942657
load,score=0.718419095721977
parcel,score=0.718419095721977
#hatethis,score=0.718419095721977
whyyyy,score=0.716965607093994
fucken,score=0.716965607093994
jerk,score=0.716965607093994
snore,score=0.716965607093994
bollocks,score=0.716148947187438
earphones,score=0.715714825192342
#killmenow,score=0.71526202916921
yelling,score=0.71323773697998
yell,score=0.712075621799802
refuses,score=0.712075621799802
adds,score=0.712075621799802
#tooearly,score=0.710792747986913
#starving,score=0.710792747986913
extensions,score=0.710792747986913
subtweeting,score=0.710792747986913
dot,score=0.710792747986913
payment,score=0.709369260202059
bcuz,score=0.707780697516922
mick,score=0.70599657572342
#needsleep,score=0.703978411567183
#hashtags,score=0.703978411567183
#bitch,score=0.70324554235153
howling,score=0.701676914578904
arguments,score=0.701676914578904
punches,score=0.701676914578904
inability,score=0.701676914578904
strict,score=0.701676914578904
straw,score=0.700400590219299
asda,score=0.700400590219299
nonsense,score=0.699027906407327
username,score=0.699027906407327
#damnit,score=0.699027906407327
slapping,score=0.699027906407327
#imsosickof,score=0.695946239869919
boiler,score=0.695946239869919
favoriting,score=0.695946239869919
sexist,score=0.695946239869919
heidi,score=0.695095537989606
remote,score=0.69347142863685
neighbors,score=0.693177798315312
replying,score=0.69231647181934
#waste,score=0.69231647181934
vodafone,score=0.69231647181934
motherfucking,score=0.69231647181934
swerve,score=0.69231647181934
appointments,score=0.69231647181934
#gutted,score=0.689515349539628
faggot,score=0.689515349539628
140,score=0.689140185400919
ebay,score=0.689140185400919
canceled,score=0.688759015203813
callin,score=0.687978070220742
gota,score=0.687978070220742
revolve,score=0.687978070220742
#aintnobodygottimeforthat,score=0.687978070220742
ankles,score=0.687978070220742
specifically,score=0.687978070220742
programming,score=0.687978070220742
mam,score=0.685474940002623
drivers,score=0.685234584274991
fist,score=0.684943166525588
bs,score=0.683523719871362
colds,score=0.682701013119898
insults,score=0.682701013119898
plates,score=0.682701013119898
boxing,score=0.682701013119898
#hungry,score=0.682701013119898
emoji,score=0.682701013119898
straighten,score=0.682701013119898
#nomore,score=0.682701013119898
royally,score=0.682701013119898
testosterone,score=0.682701013119898
sucky,score=0.682701013119898
busting,score=0.682701013119898
rudest,score=0.682701013119898
dual,score=0.682701013119898
spill,score=0.682701013119898
retake,score=0.682701013119898
taped,score=0.682701013119898
vending,score=0.679609820550225
ios,score=0.679609820550225
dryer,score=0.678948663501348
computers,score=0.678499326266198
argh,score=0.678174070124121
smashing,score=0.67792773436724
charger,score=0.6768358936675
slags,score=0.676143612573739
suffocating,score=0.676143612573739
#ripoff,score=0.676143612573739
#sluts,score=0.676143612573739
tangled,score=0.676143612573739
funnier,score=0.676143612573739
#lifesucks,score=0.676143612573739
satellite,score=0.676143612573739
theyve,score=0.676143612573739
aaaand,score=0.676143612573739
blackberrys,score=0.676143612573739
adobe,score=0.676143612573739
#shootme,score=0.676143612573739
wakin,score=0.676143612573739
leon,score=0.676143612573739
switches,score=0.676143612573739
mexicans,score=0.676143612573739
dominate,score=0.676143612573739
fouls,score=0.676143612573739
documents,score=0.676143612573739
timely,score=0.676143612573739
duct,score=0.676143612573739
cancelling,score=0.676143612573739
restricted,score=0.676143612573739
recordings,score=0.676143612573739
duvet,score=0.676143612573739
cramps,score=0.673589332768642
heating,score=0.673052420004066
stolen,score=0.6728195097899
preventing,score=0.672229713252603
servers,score=0.672229713252603
purposely,score=0.672229713252603
despise,score=0.672229713252603
landlord,score=0.672229713252603
titans,score=0.672229713252603
eff,score=0.670393165445301
hate,score=0.670087647156919
ringing,score=0.668817572481666
bitch,score=0.668115846393063
tru,score=0.667775362903222
vino,score=0.667775362903222
brushes,score=0.667775362903222
tempt,score=0.667775362903222
fists,score=0.667775362903222
#fuckme,score=0.667775362903222
#ughh,score=0.667775362903222
boycott,score=0.667775362903222
cellular,score=0.667775362903222
stereotype,score=0.667775362903222
lint,score=0.667775362903222
crayons,score=0.667775362903222
callum,score=0.667775362903222
java,score=0.667775362903222
at&amp,score=0.667775362903222
cleans,score=0.667775362903222
resulting,score=0.667775362903222
barclays,score=0.667775362903222
microsoft,score=0.667775362903222
#stressrelief,score=0.667775362903222
freinds,score=0.667775362903222
ungodly,score=0.667775362903222
#suck,score=0.667775362903222
processed,score=0.667775362903222
defined,score=0.667775362903222
tipped,score=0.667775362903222
settings,score=0.667775362903222
protesting,score=0.667775362903222
psh,score=0.667775362903222
fuq,score=0.667775362903222
assumptions,score=0.667775362903222
#myluck,score=0.667775362903222
dumbass,score=0.667775362903222
redbox,score=0.667775362903222
racket,score=0.667775362903222
wrecks,score=0.667775362903222
#problems,score=0.665816498417889
remove,score=0.665591955922279
continuously,score=0.665309270408029
neighbours,score=0.665309270408029
#gym,score=0.665309270408029
stupidly,score=0.664447572810548
scratched,score=0.664447572810548
ignoring,score=0.664008880107746
pushes,score=0.662660262236452
#cba,score=0.662660262236452
cleaners,score=0.662660262236452
moron,score=0.662660262236452
ringtone,score=0.662660262236452
docs,score=0.662660262236452
peeves,score=0.662660262236452
unfollowed,score=0.660075613601919
escalator,score=0.656725526716637
bonnet,score=0.656725526716637
#soccer,score=0.656725526716637
rubs,score=0.656725526716637
chipper,score=0.656725526716637
onesies,score=0.656725526716637
recommendations,score=0.656725526716637
ino,score=0.656725526716637
fckn,score=0.656725526716637
muppets,score=0.656725526716637
withdraw,score=0.656725526716637
eaters,score=0.656725526716637
02,score=0.656725526716637
faggots,score=0.656725526716637
explodes,score=0.656725526716637
chalkboard,score=0.656725526716637
#frozen,score=0.656725526716637
canny,score=0.656725526716637
vat,score=0.656725526716637
#delhigangrape,score=0.656725526716637
complains,score=0.656725526716637
#hormones,score=0.656725526716637
today&lt,score=0.656725526716637
$15,score=0.656725526716637
#ihavenolovefor,score=0.656725526716637
atall,score=0.656725526716637
chatty,score=0.656725526716637
libraries,score=0.656725526716637
waaaaay,score=0.656725526716637
arses,score=0.656725526716637
snapback,score=0.656725526716637
#somuch,score=0.656725526716637
owes,score=0.656725526716637
spoils,score=0.656725526716637
internets,score=0.656725526716637
spazzing,score=0.656725526716637
swindon,score=0.656725526716637
#noise,score=0.656725526716637
extend,score=0.656725526716637
roar,score=0.656725526716637
eddy,score=0.656725526716637
reboot,score=0.656725526716637
theresa,score=0.656725526716637
stl,score=0.656725526716637
addressing,score=0.656725526716637
arsed,score=0.656725526716637
1130,score=0.656725526716637
noe,score=0.656725526716637
ignition,score=0.656725526716637
hostel,score=0.656725526716637
lunatic,score=0.656725526716637
ambrose,score=0.656725526716637
#notafan,score=0.656725526716637
belongings,score=0.656725526716637
articulate,score=0.656725526716637
promptly,score=0.656725526716637
lanza,score=0.656725526716637
uterus,score=0.656725526716637
wrappers,score=0.656725526716637
repair,score=0.656725526716637
constantly,score=0.656445845551341
traffic,score=0.656411604252907
rip,score=0.655090203375907
stuffy,score=0.653386625451123
heated,score=0.653386625451123
glue,score=0.653386625451123
whoever,score=0.652998351324715
crashed,score=0.651610426049867
#die,score=0.651246060952012
invest,score=0.651246060952012
delay,score=0.650335728617866
swings,score=0.649756857400544
kirsty,score=0.649756857400544
obsessive,score=0.649756857400544
#hatethem,score=0.649756857400544
#thissucks,score=0.649756857400544
hint,score=0.649756857400544
accuse,score=0.649756857400544
comfortably,score=0.649756857400544
#notkidding,score=0.649756857400544
fork,score=0.649756857400544
stomping,score=0.649756857400544
fare,score=0.649756857400544
#sleepdeprived,score=0.649756857400544
bugger,score=0.647156075700487
connecting,score=0.647156075700487
expects,score=0.647156075700487
#thoughtsinthehallway,score=0.647156075700487
deleted,score=0.645976134560638
unnecessary,score=0.645796456184447
bother,score=0.645275893965508
someones,score=0.64456204052344
item,score=0.644394914259159
#hateit,score=0.644394914259159
snoring,score=0.644109403907469
tags,score=0.643986500939208
fucks,score=0.643334227744077
fuckk,score=0.641458054585849
blazers,score=0.641458054585849
object,score=0.641458054585849
difficulties,score=0.641458054585849
lopez,score=0.641458054585849
#dontknowwhy,score=0.641458054585849
bagels,score=0.641458054585849
activated,score=0.641458054585849
vacuuming,score=0.641458054585849
#thefuck,score=0.641458054585849
proceed,score=0.641458054585849
yells,score=0.641458054585849
secs,score=0.641458054585849
connect,score=0.641458054585849
fluff,score=0.641458054585849
flirting,score=0.63878782602997
chop,score=0.637238639043141
delivery,score=0.636922899420458
froze,score=0.636684775833191
retarded,score=0.636227005168296
reply,score=0.635610084703426
explode,score=0.635415740129886
waitress,score=0.634985540080231
moods,score=0.634489385269756
quit,score=0.634008500432405
invites,score=0.633583998154943
ridiculous,score=0.63297144070853
screws,score=0.631407718732348
portal,score=0.631407718732348
idek,score=0.631407718732348
#screaming,score=0.631407718732348
#makes,score=0.631407718732348
omgg,score=0.631407718732348
psychotic,score=0.631407718732348
shovel,score=0.631407718732348
bueno,score=0.631407718732348
#fuckmylife,score=0.631407718732348
recite,score=0.631407718732348
#beast,score=0.631407718732348
strap,score=0.631407718732348
pitched,score=0.631407718732348
drift,score=0.631407718732348
wouldve,score=0.631407718732348
#childish,score=0.631407718732348
concede,score=0.631407718732348
paddy,score=0.631407718732348
atmosphere,score=0.630158499331916
shite,score=0.628554649749941
pharmacy,score=0.627568942425182
hortons,score=0.627568942425182
fiver,score=0.627568942425182
#denial,score=0.627568942425182
threaten,score=0.627568942425182
rating,score=0.627568942425182
controls,score=0.627568942425182
loading,score=0.627568942425182
logging,score=0.627568942425182
fags,score=0.625542599279949
vibrating,score=0.625542599279949
swear,score=0.625509119192229
replies,score=0.624850318186189
#and,score=0.624290250963484
obvious,score=0.624290250963484
cracked,score=0.623691089771203
quid,score=0.622823975040956
comfy,score=0.622654927622753
messages,score=0.621548645407989
limit,score=0.621083835390712
screaming,score=0.62039265850167
blackberry,score=0.620131330664413
cv,score=0.61898519873379
lid,score=0.61898519873379
advertised,score=0.61898519873379
aaa,score=0.61898519873379
loooool,score=0.61898519873379
airports,score=0.61898519873379
discount,score=0.61898519873379
advertise,score=0.61898519873379
drags,score=0.61898519873379
parody,score=0.61898519873379
skint,score=0.61898519873379
emailing,score=0.61898519873379
bidding,score=0.61898519873379
infant,score=0.61898519873379
feminist,score=0.61898519873379
#douche,score=0.61898519873379
freshmen,score=0.61898519873379
bitchy,score=0.61898519873379
exploding,score=0.61898519873379
advertisements,score=0.61898519873379
grizzly,score=0.61898519873379
uneducated,score=0.61898519873379
lexi,score=0.61898519873379
referees,score=0.61898519873379
wheelchair,score=0.61898519873379
eyelashes,score=0.61898519873379
pals,score=0.61898519873379
hog,score=0.61898519873379
emblem,score=0.61898519873379
assistance,score=0.61898519873379
lecturing,score=0.61898519873379
argued,score=0.61898519873379
roundabout,score=0.61898519873379
mar,score=0.61898519873379
delays,score=0.61898519873379
eyeliner,score=0.61898519873379
mtn,score=0.61898519873379
supermarkets,score=0.61898519873379
freaken,score=0.61898519873379
transcript,score=0.61898519873379
parking,score=0.617014754746492
debit,score=0.614878416781137
errors,score=0.614165912297841
destroying,score=0.613154278422997
manages,score=0.613154278422997
srsly,score=0.613154278422997
#really,score=0.612470517712597
gutted,score=0.612205511748412
#hateschool,score=0.611605091436168
#seriously,score=0.611605091436168
gahh,score=0.611605091436168
assholes,score=0.611605091436168
smashed,score=0.610205511081744
horns,score=0.608934862880289
flashes,score=0.608934862880289
refused,score=0.608934862880289
lashes,score=0.608934862880289
cheerios,score=0.608934862880289
rail,score=0.608934862880289
brakes,score=0.608934862880289
av,score=0.608934862880289
knuckle,score=0.608934862880289
squeaky,score=0.608934862880289
bitterness,score=0.608934862880289
properly,score=0.607935362547205
complaining,score=0.607711122160572
#overit,score=0.607556502910168
knocks,score=0.606715106141976
jacked,score=0.606715106141976
#leave,score=0.606715106141976
#unhappy,score=0.606715106141976
slow,score=0.605899959185135
jade,score=0.60573997198377
click,score=0.60417011294865
#swerve,score=0.603236841765651
industrial,score=0.603236841765651
fingernail,score=0.603236841765651
bumper,score=0.603236841765651
#soconfused,score=0.603236841765651
time&lt,score=0.603236841765651
#cough,score=0.603236841765651
#psycho,score=0.603236841765651
#delhi,score=0.603236841765651
puddles,score=0.603236841765651
crunching,score=0.603236841765651
wer,score=0.603236841765651
motd,score=0.603236841765651
daryl,score=0.603236841765651
gorilla,score=0.603236841765651
pyjamas,score=0.603236841765651
15pm,score=0.603236841765651
#dammit,score=0.603236841765651
noww,score=0.603236841765651
him/her,score=0.603236841765651
meanie,score=0.603236841765651
iplayer,score=0.603236841765651
taps,score=0.603236841765651
urghhh,score=0.603236841765651
relying,score=0.603236841765651
330,score=0.603236841765651
spence,score=0.603236841765651
retainer,score=0.603236841765651
whopper,score=0.603236841765651
responding,score=0.603236841765651
hormones,score=0.603236841765651
#arrogant,score=0.603236841765651
lease,score=0.603236841765651
syncing,score=0.603236841765651
whatsapp,score=0.603236841765651
fizzy,score=0.603236841765651
awaken,score=0.603236841765651
#dogs,score=0.603236841765651
ramp,score=0.603236841765651
accused,score=0.60122274239395
__,score=0.600779234237218
tag,score=0.600009297274785
plugged,score=0.599567112876689
3g,score=0.599567112876689
cuts,score=0.599146856514126
hungry,score=0.598885855931325
caps,score=0.598182071104027
confusing,score=0.598182071104027
headache,score=0.597655431927456
bleeds,score=0.597006292015015
cocky,score=0.597006292015015
1hr,score=0.597006292015015
#betrayal,score=0.597006292015015
ads,score=0.597006292015015
stages,score=0.597006292015015
unacceptable,score=0.597006292015015
criticize,score=0.597006292015015
correct,score=0.597006292015015
gladly,score=0.597006292015015
chav,score=0.597006292015015
driveway,score=0.595689636130268
ps3,score=0.594593745609631
settling,score=0.593667390749501
lend,score=0.593667390749501
#jerk,score=0.593667390749501
beware,score=0.593667390749501
misplaced,score=0.593667390749501
outrage,score=0.593667390749501
spoiler,score=0.593667390749501
#notfunny,score=0.593667390749501
dumbest,score=0.593667390749501
insta,score=0.593667390749501
management,score=0.593667390749501
ruin,score=0.59333577078294
argument,score=0.592728864167236
ungrateful,score=0.592518625545627
pile,score=0.591586224545676
ram,score=0.591586224545676
inviting,score=0.591586224545676
spelt,score=0.591586224545676
winding,score=0.591586224545676
technical,score=0.591586224545676
mess,score=0.590617597229992
forgets,score=0.590164760198298
monopoly,score=0.590164760198298
mute,score=0.590164760198298
judgmental,score=0.590164760198298
arse,score=0.58987711457572
waste,score=0.589132235584109
flirt,score=0.589132235584109
pipe,score=0.588348229271901
pillows,score=0.588348229271901
kick,score=0.587422945837854
loud,score=0.583545628875469
cos,score=0.583448464457003
drilling,score=0.582617554562916
lovey,score=0.582617554562916
trolley,score=0.582617554562916
goon,score=0.582617554562916
#sarcastic,score=0.582617554562916
liner,score=0.582617554562916
mong,score=0.582617554562916
memo,score=0.582617554562916
charter,score=0.582617554562916
hangers,score=0.582617554562916
walgreens,score=0.582617554562916
seller,score=0.582617554562916
wawa,score=0.582617554562916
fuckery,score=0.582617554562916
mosquitoes,score=0.582617554562916
reservation,score=0.582617554562916
allergy,score=0.582617554562916
#bachelor,score=0.582617554562916
#betrayed,score=0.582617554562916
rapists,score=0.582617554562916
printing,score=0.582617554562916
noisy,score=0.582617554562916
grudge,score=0.582617554562916
farmer,score=0.582617554562916
hull,score=0.582617554562916
wernt,score=0.582617554562916
#smash,score=0.582617554562916
evils,score=0.582617554562916
wrecked,score=0.582617554562916
stern,score=0.582617554562916
batt,score=0.582617554562916
greens,score=0.582617554562916
precisely,score=0.582617554562916
#wifi,score=0.582617554562916
ticketmaster,score=0.582617554562916
scam,score=0.582617554562916
chevy,score=0.582617554562916
#long,score=0.582617554562916
puffy,score=0.582617554562916
burns,score=0.582617554562916
sware,score=0.582617554562916
jailed,score=0.582617554562916
day&lt,score=0.582617554562916
lightbulb,score=0.582617554562916
kye,score=0.582617554562916
speeds,score=0.582617554562916
mugged,score=0.582617554562916
contents,score=0.582617554562916
nee,score=0.582617554562916
hovering,score=0.582617554562916
cursing,score=0.582617554562916
weekdays,score=0.582617554562916
heater,score=0.582617554562916
vibrate,score=0.582617554562916
#mixedemotions,score=0.582617554562916
baguette,score=0.582617554562916
detention,score=0.582617554562916
87,score=0.582617554562916
#awake,score=0.582617554562916
chu,score=0.582617554562916
hulu,score=0.582617554562916
invade,score=0.582617554562916
copied,score=0.582617554562916
limited,score=0.582617554562916
quoting,score=0.582617554562916
#soloud,score=0.582617554562916
prop,score=0.582617554562916
inna,score=0.582617554562916
#useless,score=0.582617554562916
kickboxing,score=0.582617554562916
upgraded,score=0.582617554562916
chopping,score=0.582617554562916
crashing,score=0.57854422917528
counter,score=0.57854422917528
#whyme,score=0.578163204213535
